gene,expression,patient,sample,oncoGene
G48,9.312818553956685,healthy,S83,FALSE
G110,6.841240774327449,healthy,S83,TRUE
G38,7.5950018130200565,healthy,S83,FALSE
G68,6.866422034293039,healthy,S83,TRUE
G11,9.505017612483984,healthy,S83,FALSE
G84,7.4553541044911436,healthy,S83,FALSE
G106,7.509755554520043,healthy,S83,FALSE
G78,7.483444155478747,healthy,S83,FALSE
G16,6.36947229294933,healthy,S83,TRUE
G102,7.581730927323357,healthy,S83,FALSE
G65,8.526294323159853,healthy,S83,FALSE
G46,8.595822348378366,healthy,S83,FALSE
G94,8.657904441708057,healthy,S83,FALSE
G69,8.479477861551983,healthy,S83,FALSE
G116,7.351234404493785,healthy,S83,FALSE
G67,8.292541605478812,healthy,S83,FALSE
G87,7.120574311183904,healthy,S83,FALSE
G89,7.883960209277869,healthy,S83,FALSE
G42,8.139847196257994,healthy,S83,FALSE
G49,7.1043188627013825,healthy,S83,FALSE
G34,7.4718761842439365,healthy,S83,FALSE
G50,7.937987456806247,healthy,S83,FALSE
G8,9.006481002689991,healthy,S83,FALSE
G79,8.866389574033514,healthy,S83,TRUE
G112,6.597466669343335,healthy,S83,TRUE
G109,8.214342203928137,healthy,S83,TRUE
G92,6.613123666067081,healthy,S83,FALSE
G58,8.21797201027589,healthy,S83,FALSE
G7,7.112468081482675,healthy,S83,TRUE
G101,8.682683551834389,healthy,S83,FALSE
G77,7.746144249721993,healthy,S83,FALSE
G31,8.9455751797072,healthy,S83,FALSE
G9,8.192249402735198,healthy,S83,FALSE
G64,7.982477561557226,healthy,S83,FALSE
G35,7.71018374125965,healthy,S83,FALSE
G98,7.331191969082309,healthy,S83,FALSE
G113,9.615392536795248,healthy,S83,FALSE
G22,10.349895661922206,healthy,S83,FALSE
G25,7.4347355493836265,healthy,S83,FALSE
G2,8.79004810128559,healthy,S83,FALSE
G32,7.759255475004949,healthy,S83,FALSE
G81,8.44937103628373,healthy,S83,FALSE
G15,7.567453750832145,healthy,S83,FALSE
G51,7.9276274204654715,healthy,S83,FALSE
G44,6.532501724018883,healthy,S83,FALSE
G20,6.181426708981441,healthy,S83,FALSE
G95,9.179883511348699,healthy,S83,FALSE
G111,8.712049576468102,healthy,S83,TRUE
G62,7.161861407284368,healthy,S83,FALSE
G70,8.803208242100117,healthy,S83,FALSE
G24,6.676356960912822,healthy,S83,FALSE
G96,7.20008573830147,healthy,S83,FALSE
G56,9.354713601509765,healthy,S83,FALSE
G115,10.023783535217618,healthy,S83,FALSE
G36,8.57272418326573,healthy,S83,FALSE
G47,8.289173788840406,healthy,S83,FALSE
G17,6.424145560185864,healthy,S83,FALSE
G19,9.128445005908855,healthy,S83,TRUE
G57,9.144804114237175,healthy,S83,FALSE
G60,8.669088813834762,healthy,S83,FALSE
G26,8.162816965781355,healthy,S83,FALSE
G27,7.219624020660185,healthy,S83,FALSE
G91,8.081882989762716,healthy,S83,FALSE
G3,8.443586979889403,healthy,S83,FALSE
G75,8.234183594767043,healthy,S83,FALSE
G45,8.120813305554414,healthy,S83,FALSE
G104,8.83323959124198,healthy,S83,FALSE
G10,6.7421411172562085,healthy,S83,FALSE
G83,9.992166468932243,healthy,S83,FALSE
G74,6.878568331113753,healthy,S83,FALSE
G53,9.457587116661076,healthy,S83,FALSE
G100,9.003047944214496,healthy,S83,FALSE
G54,6.98397602068991,healthy,S83,FALSE
G99,8.788767708354895,healthy,S83,FALSE
G55,6.2348077816628695,healthy,S83,FALSE
G59,7.5514835357629755,healthy,S83,FALSE
G86,8.43253518961388,healthy,S83,FALSE
G1,7.45964858741454,healthy,S83,FALSE
G52,8.885109972873686,healthy,S83,FALSE
G12,6.771551542494962,healthy,S83,FALSE
G105,8.074938128643657,healthy,S83,FALSE
G73,10.300282688848583,healthy,S83,FALSE
G29,6.394631415921127,healthy,S83,FALSE
G76,8.611584845971313,healthy,S83,FALSE
G85,8.205609731529131,healthy,S83,FALSE
G21,9.259134503678894,healthy,S83,FALSE
G23,6.6468297833432315,healthy,S83,TRUE
G13,9.23041765531125,healthy,S83,FALSE
G4,8.893618652904145,healthy,S83,FALSE
G90,7.333082773030698,healthy,S83,TRUE
G82,8.521557793654598,healthy,S83,FALSE
G30,10.759131577624489,healthy,S59,TRUE
G40,8.311140299117879,healthy,S59,FALSE
G71,7.1535464727526925,healthy,S59,TRUE
G28,8.457105230752786,healthy,S59,FALSE
G108,7.091648945945453,healthy,S59,FALSE
G97,7.697666579834024,healthy,S59,FALSE
G5,7.063241145204166,healthy,S59,FALSE
G66,7.815589535841355,healthy,S59,FALSE
G88,8.342544567784344,healthy,S59,FALSE
G6,7.345723581955392,healthy,S59,FALSE
G107,6.59352833098456,healthy,S59,FALSE
G61,6.908928564542953,healthy,S59,FALSE
G80,8.152056832060842,healthy,S59,FALSE
G14,9.136143202962547,healthy,S59,FALSE
G63,7.771933217105069,healthy,S59,FALSE
G43,7.006233844739676,healthy,S59,TRUE
G41,8.303380939824663,healthy,S59,FALSE
G72,8.389562992077916,healthy,S59,FALSE
G39,8.855466414327969,healthy,S59,FALSE
G37,9.352270976613775,healthy,S59,FALSE
G93,8.372326727734334,healthy,S59,FALSE
G33,7.7321397053032594,healthy,S59,FALSE
G18,8.145702700224785,healthy,S59,FALSE
G114,7.921457512013878,healthy,S59,FALSE
G103,9.141645331287837,healthy,S59,FALSE
G48,9.35106314537657,healthy,S59,FALSE
G110,8.109087443164677,healthy,S59,TRUE
G38,8.770043939788337,healthy,S59,FALSE
G68,8.098456354902327,healthy,S59,TRUE
G11,8.671269746748651,healthy,S59,FALSE
G84,6.92374369873597,healthy,S59,FALSE
G106,6.610737845928114,healthy,S59,FALSE
G78,7.736484735967364,healthy,S59,FALSE
G16,7.876338694876948,healthy,S59,TRUE
G102,6.7127110653690325,healthy,S59,FALSE
G65,7.981393671805464,healthy,S59,FALSE
G46,8.362175583379281,healthy,S59,FALSE
G94,7.398743370854655,healthy,S59,FALSE
G69,8.00421037781038,healthy,S59,FALSE
G116,7.399089913783179,healthy,S59,FALSE
G67,8.414500517301242,healthy,S59,FALSE
G87,8.444058325085788,healthy,S59,FALSE
G89,7.398784306108843,healthy,S59,FALSE
G42,7.558226293447649,healthy,S59,FALSE
G49,7.953286632662599,healthy,S59,FALSE
G34,7.0357209936589165,healthy,S59,FALSE
G50,7.632837202711,healthy,S59,FALSE
G8,10.916645782959929,healthy,S59,FALSE
G79,9.180415172378812,healthy,S59,TRUE
G112,7.2186165828899505,healthy,S59,TRUE
G109,10.473154203817094,healthy,S59,TRUE
G92,9.172298076544514,healthy,S59,FALSE
G58,6.848287281259903,healthy,S59,FALSE
G7,7.530178249280735,healthy,S59,TRUE
G101,7.22734076675749,healthy,S59,FALSE
G77,8.226255775982278,healthy,S59,FALSE
G31,6.642139478816934,healthy,S59,FALSE
G9,9.650060201683736,healthy,S59,FALSE
G64,8.220332894191216,healthy,S59,FALSE
G35,8.474547391901957,healthy,S59,FALSE
G98,8.144008032615412,healthy,S59,FALSE
G113,7.831123190245168,healthy,S59,FALSE
G22,8.74163947970829,healthy,S59,FALSE
G25,8.39233199544841,healthy,S59,FALSE
G2,8.519151354661286,healthy,S59,FALSE
G32,8.040761879966455,healthy,S59,FALSE
G81,9.069409543121015,healthy,S59,FALSE
G15,6.930429382707443,healthy,S59,FALSE
G51,7.233355427419388,healthy,S59,FALSE
G44,6.536607454134844,healthy,S59,FALSE
G20,8.491697612078417,healthy,S59,FALSE
G95,8.141181954839048,healthy,S59,FALSE
G111,7.555196715289539,healthy,S59,TRUE
G62,7.227384188366597,healthy,S59,FALSE
G70,6.891116766992521,healthy,S59,FALSE
G24,8.475159537652939,healthy,S59,FALSE
G96,5.803800926337235,healthy,S59,FALSE
G56,8.065970860808308,healthy,S59,FALSE
G115,8.16324281866771,healthy,S59,FALSE
G36,8.769380155780308,healthy,S59,FALSE
G47,9.903719364160827,healthy,S59,FALSE
G17,6.042043214062337,healthy,S59,FALSE
G19,6.794169420434981,healthy,S59,TRUE
G57,9.101219499678708,healthy,S59,FALSE
G60,8.314323470225242,healthy,S59,FALSE
G26,7.982409773446056,healthy,S59,FALSE
G27,8.132950992134083,healthy,S59,FALSE
G91,8.26903940524906,healthy,S59,FALSE
G3,8.092090179785554,healthy,S59,FALSE
G75,7.494208934799072,healthy,S59,FALSE
G45,7.222535119134022,healthy,S59,FALSE
G104,7.421800824344104,healthy,S59,FALSE
G10,7.877158183462806,healthy,S59,FALSE
G83,7.397737241789805,healthy,S59,FALSE
G74,8.196609669735354,healthy,S59,FALSE
G53,9.111628572209685,healthy,S59,FALSE
G100,7.317903644584588,healthy,S59,FALSE
G54,6.034380535767518,healthy,S59,FALSE
G99,8.24208433135843,healthy,S59,FALSE
G55,8.681394490340939,healthy,S59,FALSE
G59,7.8739511310854,healthy,S59,FALSE
G86,7.138888899576811,healthy,S59,FALSE
G1,7.2934459527193685,healthy,S59,FALSE
G52,9.211900176250719,healthy,S59,FALSE
G12,8.253053864168738,healthy,S59,FALSE
G105,6.753404260757873,healthy,S59,FALSE
G73,8.615298119402496,healthy,S59,FALSE
G29,9.228570855147556,healthy,S59,FALSE
G76,7.265252551812662,healthy,S59,FALSE
G85,7.909949280824893,healthy,S59,FALSE
G21,8.384091532203742,healthy,S59,FALSE
G23,6.464537720738917,healthy,S59,TRUE
G13,6.37828700239167,healthy,S59,FALSE
G4,7.201310082279027,healthy,S59,FALSE
G90,8.72752309139364,healthy,S59,TRUE
G82,7.986507263172514,healthy,S59,FALSE
G30,7.127828846412319,healthy,S6,TRUE
G40,7.208072831874274,healthy,S6,FALSE
G71,7.469415230135157,healthy,S6,TRUE
G28,7.250104528419742,healthy,S6,FALSE
G108,10.15547454131831,healthy,S6,FALSE
G97,8.364227030659823,healthy,S6,FALSE
G5,7.189380509429413,healthy,S6,FALSE
G66,6.636048929284359,healthy,S6,FALSE
G88,9.171428261515567,healthy,S6,FALSE
G6,6.853316162123253,healthy,S6,FALSE
G107,6.277021704109404,healthy,S6,FALSE
G61,8.010037269338602,healthy,S6,FALSE
G80,9.156861514668249,healthy,S6,FALSE
G14,8.39566768077973,healthy,S6,FALSE
G63,7.102874236952281,healthy,S6,FALSE
G43,7.396338533047637,healthy,S6,TRUE
G41,10.035151232276615,healthy,S6,FALSE
G72,8.555626692466486,healthy,S6,FALSE
G39,7.90297502431481,healthy,S6,FALSE
G37,9.298736645624414,healthy,S6,FALSE
G93,7.501208500732861,healthy,S6,FALSE
G33,7.903131981773793,healthy,S6,FALSE
G18,9.156467733376964,healthy,S6,FALSE
G114,10.18602074373426,healthy,S6,FALSE
G103,8.538636960578916,healthy,S6,FALSE
G48,7.857173129392998,healthy,S6,FALSE
G110,8.758665485895214,healthy,S6,TRUE
G38,7.540947089276404,healthy,S6,FALSE
G68,8.472185587547951,healthy,S6,TRUE
G11,8.855877004897561,healthy,S6,FALSE
G84,6.7329422879320395,healthy,S6,FALSE
G106,7.130176084849911,healthy,S6,FALSE
G78,8.785087731491764,healthy,S6,FALSE
G16,8.841962694560824,healthy,S6,TRUE
G102,9.298722372508886,healthy,S6,FALSE
G65,9.078212750422816,healthy,S6,FALSE
G46,8.237669085607395,healthy,S6,FALSE
G94,8.57139867373545,healthy,S6,FALSE
G69,7.474785728015529,healthy,S6,FALSE
G116,8.489718795581815,healthy,S6,FALSE
G67,8.123798666644031,healthy,S6,FALSE
G87,9.320516500096334,healthy,S6,FALSE
G89,9.037554090155632,healthy,S6,FALSE
G42,9.674577950639213,healthy,S6,FALSE
G49,10.170327034718355,healthy,S6,FALSE
G34,8.8585503507023855,healthy,S6,FALSE
G50,6.676793305225358,healthy,S6,FALSE
G8,6.954375256381605,healthy,S6,FALSE
G79,6.017881594469911,healthy,S6,TRUE
G112,6.267461339849072,healthy,S6,TRUE
G109,7.71025855747073,healthy,S6,TRUE
G92,8.299839580332812,healthy,S6,FALSE
G58,7.721720246552502,healthy,S6,FALSE
G7,7.785713204378248,healthy,S6,TRUE
G101,8.068701116224515,healthy,S6,FALSE
G77,5.734807820458535,healthy,S6,FALSE
G31,8.044106163468062,healthy,S6,FALSE
G9,8.52889578714312,healthy,S6,FALSE
G64,9.701227645495324,healthy,S6,FALSE
G35,6.626076943347046,healthy,S6,FALSE
G98,7.297192029566033,healthy,S6,FALSE
G113,5.642752310339512,healthy,S6,FALSE
G22,5.595767599162011,healthy,S6,FALSE
G25,8.569039892868075,healthy,S6,FALSE
G2,8.01396794735972,healthy,S6,FALSE
G32,8.089193978726799,healthy,S6,FALSE
G81,10.136405173580783,healthy,S6,FALSE
G15,8.85749755360288,healthy,S6,FALSE
G51,6.042481327948634,healthy,S6,FALSE
G44,8.602902880546099,healthy,S6,FALSE
G20,6.8974672614649535,healthy,S6,FALSE
G95,7.791655987163324,healthy,S6,FALSE
G111,9.085173379593485,healthy,S6,TRUE
G62,7.677765715080858,healthy,S6,FALSE
G70,6.575135341763894,healthy,S6,FALSE
G24,8.33503964754553,healthy,S6,FALSE
G96,9.074696159540418,healthy,S6,FALSE
G56,9.872386776236052,healthy,S6,FALSE
G115,8.709492379951767,healthy,S6,FALSE
G36,10.047666478186738,healthy,S6,FALSE
G47,8.910592917759987,healthy,S6,FALSE
G17,6.828738730414033,healthy,S6,FALSE
G19,6.285160231734324,healthy,S6,TRUE
G57,8.463588442074448,healthy,S6,FALSE
G60,7.555352338222896,healthy,S6,FALSE
G26,8.082112375452022,healthy,S6,FALSE
G27,7.942273403629482,healthy,S6,FALSE
G91,7.265007818778627,healthy,S6,FALSE
G3,7.919408282675557,healthy,S6,FALSE
G75,7.783174926497703,healthy,S6,FALSE
G45,10.251555519849836,healthy,S6,FALSE
G104,7.667137861894333,healthy,S6,FALSE
G10,8.744702204998154,healthy,S6,FALSE
G83,7.5957406935675955,healthy,S6,FALSE
G74,6.968576871316733,healthy,S6,FALSE
G53,6.1853902051660725,healthy,S6,FALSE
G100,8.20334150064723,healthy,S6,FALSE
G54,7.814921454721926,healthy,S6,FALSE
G99,10.41259050315906,healthy,S6,FALSE
G55,9.162237567828386,healthy,S6,FALSE
G59,8.307387100757012,healthy,S6,FALSE
G86,6.64002455881864,healthy,S6,FALSE
G1,9.355978778945309,healthy,S6,FALSE
G52,6.463729927244394,healthy,S6,FALSE
G12,7.8680703219233035,healthy,S6,FALSE
G105,8.18676188353822,healthy,S6,FALSE
G73,7.841310945139077,healthy,S6,FALSE
G29,8.618971109536652,healthy,S6,FALSE
G76,8.918195949491695,healthy,S6,FALSE
G85,7.8986097475493136,healthy,S6,FALSE
G21,7.9477090402755985,healthy,S6,FALSE
G23,7.951866899014844,healthy,S6,TRUE
G13,5.351550530358226,healthy,S6,FALSE
G4,7.650195176489946,healthy,S6,FALSE
G90,9.60567305045969,healthy,S6,TRUE
G82,8.589238432095456,healthy,S6,FALSE
G30,10.319892221428235,cancer,S40,TRUE
G40,4.500667589938647,cancer,S40,FALSE
G71,8.735257616636503,cancer,S40,TRUE
G28,8.307743470364652,cancer,S40,FALSE
G108,8.773179682637876,cancer,S40,FALSE
G97,9.173184634926777,cancer,S40,FALSE
G5,8.85605042235409,cancer,S40,FALSE
G66,8.699801757746627,cancer,S40,FALSE
G88,5.865076005171415,cancer,S40,FALSE
G6,8.076901193679634,cancer,S40,FALSE
G107,8.429519433913237,cancer,S40,FALSE
G61,7.591690040323126,cancer,S40,FALSE
G80,8.670680677086262,cancer,S40,FALSE
G14,6.72359309504544,cancer,S40,FALSE
G63,7.864033730337969,cancer,S40,FALSE
G43,9.679666406635791,cancer,S40,TRUE
G41,6.403612330642137,cancer,S40,FALSE
G72,7.5962771778509115,cancer,S40,FALSE
G39,9.586140605906552,cancer,S40,FALSE
G37,8.496431812054897,cancer,S40,FALSE
G93,8.25784076857985,cancer,S40,FALSE
G33,7.799578614960062,cancer,S40,FALSE
G18,9.891328155087724,cancer,S40,FALSE
G114,8.316246276510206,cancer,S40,FALSE
G103,7.817140702613683,cancer,S40,FALSE
G48,9.754658423929909,cancer,S40,FALSE
G110,8.505343280447935,cancer,S40,TRUE
G38,9.223121158949947,cancer,S40,FALSE
G68,8.620633414369689,cancer,S40,TRUE
G11,9.035825045441964,cancer,S40,FALSE
G84,7.405421514615534,cancer,S40,FALSE
G106,8.013862974067637,cancer,S40,FALSE
G78,8.587329244401365,cancer,S40,FALSE
G16,14.295267511843964,cancer,S40,TRUE
G102,8.491914072910934,cancer,S40,FALSE
G65,6.865002963489222,cancer,S40,FALSE
G46,7.216336129571069,cancer,S40,FALSE
G94,7.73972681111618,cancer,S40,FALSE
G69,8.263288655231223,cancer,S40,FALSE
G116,7.690351275337256,cancer,S40,FALSE
G67,8.547535088589786,cancer,S40,FALSE
G87,7.389435993272139,cancer,S40,FALSE
G89,8.970783668677475,cancer,S40,FALSE
G42,9.953138079653394,cancer,S40,FALSE
G49,7.771774711636857,cancer,S40,FALSE
G34,9.780709476642665,cancer,S40,FALSE
G50,8.505091094835446,cancer,S40,FALSE
G8,7.458721109498968,cancer,S40,FALSE
G79,14.02274077729157,cancer,S40,TRUE
G112,8.908061876998461,cancer,S40,TRUE
G109,13.247654711354478,cancer,S40,TRUE
G92,7.883818449583362,cancer,S40,FALSE
G58,8.896055974560955,cancer,S40,FALSE
G7,11.21754264911024,cancer,S40,TRUE
G101,7.928600681184907,cancer,S40,FALSE
G77,7.782254682147249,cancer,S40,FALSE
G31,6.255919304294802,cancer,S40,FALSE
G9,8.859125231397979,cancer,S40,FALSE
G64,9.447037380026543,cancer,S40,FALSE
G35,6.717506762786128,cancer,S40,FALSE
G98,9.613721799759121,cancer,S40,FALSE
G113,8.94730292211315,cancer,S40,FALSE
G22,8.36319799068134,cancer,S40,FALSE
G25,8.323736619927935,cancer,S40,FALSE
G2,7.454122383064998,cancer,S40,FALSE
G32,8.574699166405415,cancer,S40,FALSE
G81,7.435530668136126,cancer,S40,FALSE
G15,7.430227417907382,cancer,S40,FALSE
G51,9.252434052545725,cancer,S40,FALSE
G44,7.518904200888751,cancer,S40,FALSE
G20,9.476786075946459,cancer,S40,FALSE
G95,6.925356638296121,cancer,S40,FALSE
G111,6.517707776834517,cancer,S40,TRUE
G62,7.520192676815897,cancer,S40,FALSE
G70,6.109924878402232,cancer,S40,FALSE
G24,8.283745466528336,cancer,S40,FALSE
G96,8.091178951651377,cancer,S40,FALSE
G56,8.420635686175391,cancer,S40,FALSE
G115,8.708409777197287,cancer,S40,FALSE
G36,8.40183677190465,cancer,S40,FALSE
G47,7.005948274439379,cancer,S40,FALSE
G17,9.210272604660918,cancer,S40,FALSE
G19,14.694184669951522,cancer,S40,TRUE
G57,6.6099804885533375,cancer,S40,FALSE
G60,8.850623308216017,cancer,S40,FALSE
G26,7.027239525860094,cancer,S40,FALSE
G27,9.343781046663981,cancer,S40,FALSE
G91,8.652604765700708,cancer,S40,FALSE
G3,8.88474778029843,cancer,S40,FALSE
G75,8.953855074272372,cancer,S40,FALSE
G45,9.17230197984515,cancer,S40,FALSE
G104,9.363241359977136,cancer,S40,FALSE
G10,10.436210420214492,cancer,S40,FALSE
G83,7.62235246240179,cancer,S40,FALSE
G74,8.73034003474896,cancer,S40,FALSE
G53,10.210905232973673,cancer,S40,FALSE
G100,8.894041143413688,cancer,S40,FALSE
G54,9.14528286863755,cancer,S40,FALSE
G99,6.974543786450491,cancer,S40,FALSE
G55,7.537719336881979,cancer,S40,FALSE
G59,8.582975623401905,cancer,S40,FALSE
G86,6.891404118783984,cancer,S40,FALSE
G1,9.102563495448932,cancer,S40,FALSE
G52,8.297973759120172,cancer,S40,FALSE
G12,6.799326222237894,cancer,S40,FALSE
G105,8.670631584896208,cancer,S40,FALSE
G73,6.78821641623382,cancer,S40,FALSE
G29,7.136825261269522,cancer,S40,FALSE
G76,7.862552702747923,cancer,S40,FALSE
G85,6.062202071577122,cancer,S40,FALSE
G21,8.906817570019847,cancer,S40,FALSE
G23,8.548748492881524,cancer,S40,TRUE
G13,8.209637823343881,cancer,S40,FALSE
G4,9.541849301061472,cancer,S40,FALSE
G90,8.423540374246516,cancer,S40,TRUE
G82,8.10333131772716,cancer,S40,FALSE
G30,9.464303620367877,cancer,S49,TRUE
G40,7.806026774845842,cancer,S49,FALSE
G71,12.810387833456142,cancer,S49,TRUE
G28,9.096135801461244,cancer,S49,FALSE
G108,6.520307712591126,cancer,S49,FALSE
G97,7.029329284771638,cancer,S49,FALSE
G5,7.817854994578552,cancer,S49,FALSE
G66,6.942386086979626,cancer,S49,FALSE
G88,6.853113682467075,cancer,S49,FALSE
G6,7.044010608275308,cancer,S49,FALSE
G107,9.32643984578027,cancer,S49,FALSE
G61,6.48738679779926,cancer,S49,FALSE
G80,7.1164545197220415,cancer,S49,FALSE
G14,5.926316680097311,cancer,S49,FALSE
G63,8.237544248902687,cancer,S49,FALSE
G43,11.083611735192898,cancer,S49,TRUE
G41,7.749242913912013,cancer,S49,FALSE
G72,8.006252372422058,cancer,S49,FALSE
G39,7.388294661045457,cancer,S49,FALSE
G37,7.211949930807042,cancer,S49,FALSE
G93,7.082661471563659,cancer,S49,FALSE
G33,9.274459612649688,cancer,S49,FALSE
G18,8.809165400852885,cancer,S49,FALSE
G114,7.8270271839882675,cancer,S49,FALSE
G103,10.271779770210934,cancer,S49,FALSE
G48,8.593879807625756,cancer,S49,FALSE
G110,10.794992967102784,cancer,S49,TRUE
G38,8.64083159719915,cancer,S49,FALSE
G68,8.131623527876318,cancer,S49,TRUE
G11,7.398236367968245,cancer,S49,FALSE
G84,9.049976668876612,cancer,S49,FALSE
G106,8.46122224027101,cancer,S49,FALSE
G78,7.635118544272917,cancer,S49,FALSE
G16,5.7559452480138855,cancer,S49,TRUE
G102,9.757364421434957,cancer,S49,FALSE
G65,6.459697509535853,cancer,S49,FALSE
G46,6.649881456436488,cancer,S49,FALSE
G94,7.846038067384426,cancer,S49,FALSE
G69,9.093200385803735,cancer,S49,FALSE
G116,8.117992617890819,cancer,S49,FALSE
G67,7.242886518868895,cancer,S49,FALSE
G87,7.797778906011068,cancer,S49,FALSE
G89,9.144516378748314,cancer,S49,FALSE
G42,5.682673570157049,cancer,S49,FALSE
G49,8.488868227775642,cancer,S49,FALSE
G34,7.916260904874129,cancer,S49,FALSE
G50,7.543598505789518,cancer,S49,FALSE
G8,8.749366486091263,cancer,S49,FALSE
G79,7.8017310175383665,cancer,S49,TRUE
G112,11.590453508655454,cancer,S49,TRUE
G109,13.342866407968593,cancer,S49,TRUE
G92,9.62457113687911,cancer,S49,FALSE
G58,9.19477222098702,cancer,S49,FALSE
G7,5.3934311174258145,cancer,S49,TRUE
G101,8.890885295159986,cancer,S49,FALSE
G77,7.3403951447448925,cancer,S49,FALSE
G31,8.544980154716818,cancer,S49,FALSE
G9,7.7794556790480165,cancer,S49,FALSE
G64,7.2455965278399175,cancer,S49,FALSE
G35,9.348628070714382,cancer,S49,FALSE
G98,8.149373086011646,cancer,S49,FALSE
G113,7.959973908024778,cancer,S49,FALSE
G22,9.041882357877899,cancer,S49,FALSE
G25,9.377220227005072,cancer,S49,FALSE
G2,8.577126603194337,cancer,S49,FALSE
G32,8.602605642818325,cancer,S49,FALSE
G81,8.538425486081614,cancer,S49,FALSE
G15,7.606574359737509,cancer,S49,FALSE
G51,7.318438747142091,cancer,S49,FALSE
G44,11.089764389281438,cancer,S49,FALSE
G20,7.358091987699389,cancer,S49,FALSE
G95,8.536082571209036,cancer,S49,FALSE
G111,9.389154856905604,cancer,S49,TRUE
G62,7.969810189306248,cancer,S49,FALSE
G70,10.233936613927428,cancer,S49,FALSE
G24,6.746061724878899,cancer,S49,FALSE
G96,8.315061687893978,cancer,S49,FALSE
G56,7.7102707992883674,cancer,S49,FALSE
G115,7.605573114774954,cancer,S49,FALSE
G36,7.168260470637246,cancer,S49,FALSE
G47,7.068897262914076,cancer,S49,FALSE
G17,7.278362421780413,cancer,S49,FALSE
G19,11.42247479667207,cancer,S49,TRUE
G57,9.751031943967313,cancer,S49,FALSE
G60,8.428538777282498,cancer,S49,FALSE
G26,6.094791246226736,cancer,S49,FALSE
G27,8.034994784142507,cancer,S49,FALSE
G91,7.354926734502743,cancer,S49,FALSE
G3,8.821982037290738,cancer,S49,FALSE
G75,7.646835698077567,cancer,S49,FALSE
G45,6.352352184007509,cancer,S49,FALSE
G104,6.635054594242337,cancer,S49,FALSE
G10,6.9759408566223104,cancer,S49,FALSE
G83,6.4311851586582005,cancer,S49,FALSE
